,RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD,URL
5840,5849,L180060,도농동센트레빌아파트앞,남양주교통정보센터,127.1517,37.6082,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180060&cctvName=%25EB%258F%2584%25EB%2586%258D%25EB%258F%2599%25EC%2584%25BC%25ED%258A%25B8%25EB%25A0%2588%25EB%25B9%258C%25EC%2595%2584%25ED%258C%258C%25ED%258A%25B8%25EC%2595%259E&kind=n&cctvip=211.57.45.104&cctvch=null&id=0279&cctvpasswd=null&cctvport=null
5841,5850,L180067,동남마트앞,남양주교통정보센터,127.3032,37.6799,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180067&cctvName=%25EB%258F%2599%25EB%2582%25A8%25EB%25A7%2588%25ED%258A%25B8%25EC%2595%259E&kind=n&cctvip=211.57.45.104&cctvch=null&id=0276&cctvpasswd=null&cctvport=null
5842,5851,L180068,동막골입구,남양주교통정보센터,127.2335881,37.5613957,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180068&cctvName=%25EB%258F%2599%25EB%25A7%2589%25EA%25B3%25A8%25EC%259E%2585%25EA%25B5%25AC&kind=n&cctvip=211.57.45.104&cctvch=null&id=0254&cctvpasswd=null&cctvport=null
5843,5852,L180070,동신월IC(웹),남양주교통정보센터,127.1713379,37.6761935,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180070&cctvName=%25EB%258F%2599%25EC%258B%25A0%25EC%259B%2594IC(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0131&cctvpasswd=null&cctvport=null
5844,5853,L180073,동익미라벨APT(웹),남양주교통정보센터,127.1227564,37.6481023,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180073&cctvName=%25EB%258F%2599%25EC%259D%25B5%25EB%25AF%25B8%25EB%259D%25BC%25EB%25B2%25A8APT(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0191&cctvpasswd=null&cctvport=null
5845,5854,L180075,라온아파트대로변,남양주교통정보센터,127.2967484,37.6530433,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180075&cctvName=%25EB%259D%25BC%25EC%2598%25A8%25EC%2595%2584%25ED%258C%258C%25ED%258A%25B8%25EB%258C%2580%25EB%25A1%259C%25EB%25B3%2580&kind=n&cctvip=211.57.45.104&cctvch=null&id=0300&cctvpasswd=null&cctvport=null
5846,5855,L180076,록원교회(웹),남양주교통정보센터,127.1292395,37.6560774,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180076&cctvName=%25EB%25A1%259D%25EC%259B%2590%25EA%25B5%2590%25ED%259A%258C(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0188&cctvpasswd=null&cctvport=null
5847,5856,L180085,모아미래도APT(웹)-1,남양주교통정보센터,127.1266491,37.6634563,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180085&cctvName=%25EB%25AA%25A8%25EC%2595%2584%25EB%25AF%25B8%25EB%259E%2598%25EB%258F%2584APT(%25EC%259B%25B9)-1&kind=n&cctvip=211.57.45.104&cctvch=null&id=0201&cctvpasswd=null&cctvport=null
5848,5857,L180086,모아미래도APT(웹)-2,남양주교통정보센터,127.1265955,37.663261,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180086&cctvName=%25EB%25AA%25A8%25EC%2595%2584%25EB%25AF%25B8%25EB%259E%2598%25EB%258F%2584APT(%25EC%259B%25B9)-2&kind=n&cctvip=211.57.45.104&cctvch=null&id=0202&cctvpasswd=null&cctvport=null
5849,5858,L180090,반도유보라,남양주교통정보센터,127.1555902,37.6285192,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180090&cctvName=%25EB%25B0%2598%25EB%258F%2584%25EC%259C%25A0%25EB%25B3%25B4%25EB%259D%25BC&kind=n&cctvip=211.57.45.104&cctvch=null&id=0283&cctvpasswd=null&cctvport=null
5850,5859,L180091,배양1리마을회관(웹),남양주교통정보센터,127.1813861,37.6331195,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180091&cctvName=%25EB%25B0%25B0%25EC%2596%25911%25EB%25A6%25AC%25EB%25A7%2588%25EC%259D%2584%25ED%259A%258C%25EA%25B4%2580(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0136&cctvpasswd=null&cctvport=null
5851,5860,L180094,별가람중학교(웹),남양주교통정보센터,127.1225418,37.6581085,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180094&cctvName=%25EB%25B3%2584%25EA%25B0%2580%25EB%259E%258C%25EC%25A4%2591%25ED%2595%2599%25EA%25B5%2590(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0187&cctvpasswd=null&cctvport=null
5852,5861,L180099,봉안마을입구3,남양주교통정보센터,127.2853739,37.530586,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180099&cctvName=%25EB%25B4%2589%25EC%2595%2588%25EB%25A7%2588%25EC%259D%2584%25EC%259E%2585%25EA%25B5%25AC3&kind=n&cctvip=211.57.45.101&cctvch=null&id=0011&cctvpasswd=null&cctvport=null
5853,5862,L180102,비석사거리,남양주교통정보센터,127.154434,37.6590168,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180102&cctvName=%25EB%25B9%2584%25EC%2584%259D%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=n&cctvip=211.57.45.104&cctvch=null&id=0224&cctvpasswd=null&cctvport=null
5854,5863,L180107,산정장,남양주교통정보센터,127.1683544,37.7049765,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180107&cctvName=%25EC%2582%25B0%25EC%25A0%2595%25EC%259E%25A5&kind=n&cctvip=211.57.45.104&cctvch=null&id=0253&cctvpasswd=null&cctvport=null
5855,5864,L180108,삼부콘크리트(웹),남양주교통정보센터,127.2340828,37.5980495,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180108&cctvName=%25EC%2582%25BC%25EB%25B6%2580%25EC%25BD%2598%25ED%2581%25AC%25EB%25A6%25AC%25ED%258A%25B8(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0162&cctvpasswd=null&cctvport=null
5856,5865,L180110,삼육대후문(웹),남양주교통정보센터,127.1117407,37.6452384,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180110&cctvName=%25EC%2582%25BC%25EC%259C%25A1%25EB%258C%2580%25ED%259B%2584%25EB%25AC%25B8(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.104&cctvch=null&id=0207&cctvpasswd=null&cctvport=null
5857,5866,L180119,석실입구,남양주교통정보센터,127.2157291,37.5984488,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180119&cctvName=%25EC%2584%259D%25EC%258B%25A4%25EC%259E%2585%25EA%25B5%25AC&kind=n&cctvip=211.57.45.103&cctvch=null&id=0152&cctvpasswd=null&cctvport=null
5858,5867,L180135,신월교차로,남양주교통정보센터,127.1592872,37.6590114,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180135&cctvName=%25EC%258B%25A0%25EC%259B%2594%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=n&cctvip=211.57.45.104&cctvch=null&id=0289&cctvpasswd=null&cctvport=null
5859,5868,L180138,아주레미콘입구삼거리,남양주교통정보센터,127.1745757,37.70914,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180138&cctvName=%25EC%2595%2584%25EC%25A3%25BC%25EB%25A0%2588%25EB%25AF%25B8%25EC%25BD%2598%25EC%259E%2585%25EA%25B5%25AC%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=n&cctvip=211.57.45.104&cctvch=null&id=0252&cctvpasswd=null&cctvport=null
5860,5869,L180139,안곡교인근(웹),남양주교통정보센터,127.185792,37.6283421,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180139&cctvName=%25EC%2595%2588%25EA%25B3%25A1%25EA%25B5%2590%25EC%259D%25B8%25EA%25B7%25BC(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0137&cctvpasswd=null&cctvport=null
5861,5870,L180140,야생박물관인근(웹),남양주교통정보센터,127.1725217,37.656043,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180140&cctvName=%25EC%2595%25BC%25EC%2583%259D%25EB%25B0%2595%25EB%25AC%25BC%25EA%25B4%2580%25EC%259D%25B8%25EA%25B7%25BC(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0133&cctvpasswd=null&cctvport=null
5862,5871,L180141,양생의집(웹),남양주교통정보센터,127.275498,37.74786,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180141&cctvName=%25EC%2596%2591%25EC%2583%259D%25EC%259D%2598%25EC%25A7%2591(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0157&cctvpasswd=null&cctvport=null
5863,5872,L180144,양정역,남양주교통정보센터,127.1927,37.6055,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180144&cctvName=%25EC%2596%2591%25EC%25A0%2595%25EC%2597%25AD&kind=n&cctvip=211.57.45.104&cctvch=null&id=0278&cctvpasswd=null&cctvport=null
5864,5873,L180159,용신지하차도(웹),남양주교통정보센터,127.1722281,37.6615232,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180159&cctvName=%25EC%259A%25A9%25EC%258B%25A0%25EC%25A7%2580%25ED%2595%2598%25EC%25B0%25A8%25EB%258F%2584(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0132&cctvpasswd=null&cctvport=null
5865,5874,L180160,우리교회 근처(웹),남양주교통정보센터,127.1201245,37.6655232,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180160&cctvName=%25EC%259A%25B0%25EB%25A6%25AC%25EA%25B5%2590%25ED%259A%258C%2520%25EA%25B7%25BC%25EC%25B2%2598(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.104&cctvch=null&id=0199&cctvpasswd=null&cctvport=null
5866,5875,L180161,우리교회 근처(웹),남양주교통정보센터,127.1204679,37.6653958,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180161&cctvName=%25EC%259A%25B0%25EB%25A6%25AC%25EA%25B5%2590%25ED%259A%258C%2520%25EA%25B7%25BC%25EC%25B2%2598(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.104&cctvch=null&id=0200&cctvpasswd=null&cctvport=null
5867,5876,L180162,우미린APT(웹),남양주교통정보센터,127.116735,37.6438516,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180162&cctvName=%25EC%259A%25B0%25EB%25AF%25B8%25EB%25A6%25B0APT(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.104&cctvch=null&id=0211&cctvpasswd=null&cctvport=null
5868,5877,L180166,월문리(웹),남양주교통정보센터,127.2813568,37.6259169,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180166&cctvName=%25EC%259B%2594%25EB%25AC%25B8%25EB%25A6%25AC(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0160&cctvpasswd=null&cctvport=null
5869,5878,L180167,월문리고개(웹),남양주교통정보센터,127.280926,37.62579,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180167&cctvName=%25EC%259B%2594%25EB%25AC%25B8%25EB%25A6%25AC%25EA%25B3%25A0%25EA%25B0%259C(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0161&cctvpasswd=null&cctvport=null
5870,5879,L180168,월문사거리,남양주교통정보센터,127.2252219,37.5945853,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180168&cctvName=%25EC%259B%2594%25EB%25AC%25B8%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=n&cctvip=211.57.45.103&cctvch=null&id=0148&cctvpasswd=null&cctvport=null
5871,5880,L180169,월문사거리(웹),남양주교통정보센터,127.2252219,37.5945853,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180169&cctvName=%25EC%259B%2594%25EB%25AC%25B8%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0149&cctvpasswd=null&cctvport=null
5872,5881,L180170,월문천삼거리,남양주교통정보센터,127.24694,37.601377,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180170&cctvName=%25EC%259B%2594%25EB%25AC%25B8%25EC%25B2%259C%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=n&cctvip=211.57.45.103&cctvch=null&id=0155&cctvpasswd=null&cctvport=null
5873,5882,L180171,월산지구입구(웹),남양주교통정보센터,127.3416643,37.656926,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180171&cctvName=%25EC%259B%2594%25EC%2582%25B0%25EC%25A7%2580%25EA%25B5%25AC%25EC%259E%2585%25EA%25B5%25AC(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0236&cctvpasswd=null&cctvport=null
5874,5883,L180172,유승한내들골든뷰,남양주교통정보센터,127.1468113,37.6228779,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180172&cctvName=%25EC%259C%25A0%25EC%258A%25B9%25ED%2595%259C%25EB%2582%25B4%25EB%2593%25A4%25EA%25B3%25A8%25EB%2593%25A0%25EB%25B7%25B0&kind=n&cctvip=211.57.45.104&cctvch=null&id=0285&cctvpasswd=null&cctvport=null
5875,5884,L180173,유승한내들센트럴,남양주교통정보센터,127.1517965,37.6218516,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180173&cctvName=%25EC%259C%25A0%25EC%258A%25B9%25ED%2595%259C%25EB%2582%25B4%25EB%2593%25A4%25EC%2584%25BC%25ED%258A%25B8%25EB%259F%25B4&kind=n&cctvip=211.57.45.104&cctvch=null&id=0284&cctvpasswd=null&cctvport=null
5876,5885,L180174,이마트(웹),남양주교통정보센터,127.1277635,37.6436149,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180174&cctvName=%25EC%259D%25B4%25EB%25A7%2588%25ED%258A%25B8(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0194&cctvpasswd=null&cctvport=null
5877,5886,L180176,이편한세상사거리 TC003,남양주교통정보센터,127.1547423,37.6207291,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180176&cctvName=%25EC%259D%25B4%25ED%258E%25B8%25ED%2595%259C%25EC%2584%25B8%25EC%2583%2581%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC%2520TC003&kind=n&cctvip=211.57.45.104&cctvch=null&id=0403&cctvpasswd=null&cctvport=null
5878,5887,L180178,임송삼거리,남양주교통정보센터,127.1529242,37.6712583,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180178&cctvName=%25EC%259E%2584%25EC%2586%25A1%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=n&cctvip=211.57.45.104&cctvch=null&id=0251&cctvpasswd=null&cctvport=null
5879,5888,L180179,자연앤롯데캐슬사거리 TC001,남양주교통정보센터,127.1520538,37.628635,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180179&cctvName=%25EC%259E%2590%25EC%2597%25B0%25EC%2595%25A4%25EB%25A1%25AF%25EB%258D%25B0%25EC%25BA%2590%25EC%258A%25AC%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC%2520TC001&kind=n&cctvip=211.57.45.104&cctvch=null&id=0401&cctvpasswd=null&cctvport=null
5880,5889,L180181,장승초교입구사거리,남양주교통정보센터,127.1938736,37.7312472,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180181&cctvName=%25EC%259E%25A5%25EC%258A%25B9%25EC%25B4%2588%25EA%25B5%2590%25EC%259E%2585%25EA%25B5%25AC%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=n&cctvip=211.57.45.104&cctvch=null&id=0255&cctvpasswd=null&cctvport=null
5881,5890,L180185,조개울교차로,남양주교통정보센터,127.2456148,37.5448093,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180185&cctvName=%25EC%25A1%25B0%25EA%25B0%259C%25EC%259A%25B8%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=n&cctvip=211.57.45.104&cctvch=null&id=0287&cctvpasswd=null&cctvport=null
5882,5891,L180188,지산교삼거리,남양주교통정보센터,127.2414,37.6556,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180188&cctvName=%25EC%25A7%2580%25EC%2582%25B0%25EA%25B5%2590%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=n&cctvip=211.57.45.104&cctvch=null&id=0277&cctvpasswd=null&cctvport=null
5883,5892,L180191,진관로삼거리 TC002,남양주교통정보센터,127.1657002,37.6282959,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180191&cctvName=%25EC%25A7%2584%25EA%25B4%2580%25EB%25A1%259C%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC%2520TC002&kind=n&cctvip=211.57.45.104&cctvch=null&id=0402&cctvpasswd=null&cctvport=null
5884,5893,L180195,진안사거리(웹),남양주교통정보센터,127.1868347,37.6232074,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180195&cctvName=%25EC%25A7%2584%25EC%2595%2588%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0138&cctvpasswd=null&cctvport=null
5885,5894,L180199,진접읍사무소(웹),남양주교통정보센터,127.1919223,37.7255671,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180199&cctvName=%25EC%25A7%2584%25EC%25A0%2591%25EC%259D%258D%25EC%2582%25AC%25EB%25AC%25B4%25EC%2586%258C(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0141&cctvpasswd=null&cctvport=null
5886,5895,L180205,창대교회,남양주교통정보센터,127.1277346,37.6612851,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180205&cctvName=%25EC%25B0%25BD%25EB%258C%2580%25EA%25B5%2590%25ED%259A%258C&kind=n&cctvip=211.57.45.103&cctvch=null&id=0182&cctvpasswd=null&cctvport=null
5887,5896,L180210,천마산역(웹),남양주교통정보센터,127.2755447,37.6543256,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180210&cctvName=%25EC%25B2%259C%25EB%25A7%2588%25EC%2582%25B0%25EC%2597%25AD(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0143&cctvpasswd=null&cctvport=null
5888,5897,L180215,축령산삼거리(웹),남양주교통정보센터,127.296076,37.732136,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180215&cctvName=%25EC%25B6%2595%25EB%25A0%25B9%25EC%2582%25B0%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0158&cctvpasswd=null&cctvport=null
5889,5898,L180219,팔당대교,남양주교통정보센터,127.2408593,37.5500115,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180219&cctvName=%25ED%258C%2594%25EB%258B%25B9%25EB%258C%2580%25EA%25B5%2590&kind=n&cctvip=211.57.45.104&cctvch=null&id=0288&cctvpasswd=null&cctvport=null
5890,5899,L180225,평양골,남양주교통정보센터,127.1296221,37.6568671,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180225&cctvName=%25ED%258F%2589%25EC%2596%2591%25EA%25B3%25A8&kind=n&cctvip=211.57.45.103&cctvch=null&id=0184&cctvpasswd=null&cctvport=null
5891,5900,L180226,평양골(웹)-1,남양주교통정보센터,127.1296221,37.6568671,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180226&cctvName=%25ED%258F%2589%25EC%2596%2591%25EA%25B3%25A8(%25EC%259B%25B9)-1&kind=n&cctvip=211.57.45.103&cctvch=null&id=0185&cctvpasswd=null&cctvport=null
5892,5901,L180227,평양골(웹)-2,남양주교통정보센터,127.129665,37.6573852,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180227&cctvName=%25ED%258F%2589%25EC%2596%2591%25EA%25B3%25A8(%25EC%259B%25B9)-2&kind=n&cctvip=211.57.45.104&cctvch=null&id=0205&cctvpasswd=null&cctvport=null
